CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS 
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 10 (39897),Introduction to Programming,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,BERGIN 214,"Choi, Sean",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39373),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 08:30 AM - 10:10am,KENNA 212,"Chan, Donald",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39391),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 10:20 AM - 12pm,HEAFEY 122,"Ogunfunmi, Tokunbo",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21 (39372),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,HEAFEY 125,"Kyrarini, Maria",4.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39364),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39374),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39392),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39638),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 21L (39365),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Ogunfunmi, Tokunbo",1.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COEN 150 (39900),Intro to Information Security,"Design Thinking (Pathway), Values Science Technology (Pathway)",MWF 01:00 PM - 2:05pm,ALAM 108,"Liu, Yuhong",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38434),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 02:15 PM - 3:20pm,KENNA 107,"Kratz, Charlotta K",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38406),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 04:45 PM - 5:50pm,KENNA 212,"Heintz, Katharine Elizabeth",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
COMM 12 (38431),Technology and Communication,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,KENNA 107,"Soukup, Paul A",4.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 (38461),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 01:00 PM - 2:05pm,KENNA 218,"Linnell, Natalie Blake",5.00
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38462),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",T 02:00 PM - 3:40pm,OCONR 105,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (39558),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 02:00 PM - 3:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 Lab (38463),Intro to Computer Science Lab,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",R 03:50 PM - 5:40pm,OCONR 207,"Shaghaghi, Navid",N/A
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
CSCI 10 (38460),Intro to Computer Science,"Design Thinking (Pathway), Paradigm Shifts (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 11:45 AM - 12:50pm,SCDI 2302,"Shaghaghi, Navid",5.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39176),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",MWF 01:00 PM - 2:05pm,LUCAS 310,"Cameron-Loyd, Patricia Jane",4.00
ECON 1 (39158),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",TR 02:00 PM - 3:40pm,LUCAS 310,"Guo, Audrey M",4.00
ECON 1 (39158),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",TR 02:00 PM - 3:40pm,LUCAS 310,"Guo, Audrey M",4.00
ECON 1 (39158),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",TR 02:00 PM - 3:40pm,LUCAS 310,"Guo, Audrey M",4.00
ECON 1 (39158),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",TR 02:00 PM - 3:40pm,LUCAS 310,"Guo, Audrey M",4.00
ECON 1 (39158),Principles of Microeconomics,"Design Thinking (Pathway), Sustainability (Pathway), Social Science",TR 02:00 PM - 3:40pm,LUCAS 310,"Guo, Audrey M",4.00
