CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS 
SCTR 128 (39834),Human Suffering & Hope,"Applied Ethics (Pathway), Human Rights (Pathway), Paradigm Shifts (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",MWF 11:45 AM - 12:50pm,DOWD 108,"Gibson, Diana C",5.00
SCTR 128 (39834),Human Suffering & Hope,"Applied Ethics (Pathway), Human Rights (Pathway), Paradigm Shifts (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",MWF 11:45 AM - 12:50pm,DOWD 108,"Gibson, Diana C",5.00
SCTR 128 (39834),Human Suffering & Hope,"Applied Ethics (Pathway), Human Rights (Pathway), Paradigm Shifts (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",MWF 11:45 AM - 12:50pm,DOWD 108,"Gibson, Diana C",5.00
SCTR 128 (39834),Human Suffering & Hope,"Applied Ethics (Pathway), Human Rights (Pathway), Paradigm Shifts (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",MWF 11:45 AM - 12:50pm,DOWD 108,"Gibson, Diana C",5.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 26 (39846),Sustainable Theologies,"Applied Ethics (Pathway), Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Religion Theology & Culture 2",MWF 01:00 PM - 2:05pm,OCONR 207,"Schutz, Paul James",4.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 119 (39032),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",TR 02:00 PM - 3:40pm,SCDI 1308,"Peterson-Iyer, Karen",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 152R (39929),"RSS:Faith,Ethics &Biodiversity","Applied Ethics (Pathway), Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 216,"Schutz, Paul James",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
TESP 164 (39038),Religious Ethics in Busines,"Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 09:15 AM - 10:20am,ONLINE,"Giddings, Janet M",5.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 66 (39665),Fabricating Nature in EastAsia,"Beauty (Pathway), Design Thinking (Pathway), Sustainability (Pathway), Cultures and Ideas 3, Religion Theology & Culture 2",TR 10:20 AM - 12pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTH 185 (38192),Post-Modern & Contemporary Art,"Beauty (Pathway), Diversity",TR 12:10 PM - 1:50pm,DOWD 208,"Hawley, Elizabeth",5.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (38202),Basic Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
ARTS 72 (39672),Digital Art and Design Basics,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 304,"Karimi, Pantea",4.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CLAS 180 (39942),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 8 (38669),Intro to Listening: Western,"Beauty (Pathway), Arts",MWF 01:00 PM - 2:05pm,MDF 119,"Rivera, Anthony",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (39779),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 10:30 AM - 11:35am,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (38690),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 106,"Hanna-Weir, Scot Alan",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
THTR 181A (40255),Laughter & The Shape of Comedy,"Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Justice and the Arts (Pathway)",MWF 10:30 AM - 11:35am,OCONR 103,"Turkeltaub, Daniel W",5.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (38384),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 10:20 AM - 12pm,ONLINE,"Day, Elizabeth B",4.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 104 (38389),Advocacy for Children,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,HEAFEY 129,"Burns, Barbara Margaret",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
CHST 106 (38388),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",TR 03:50 PM - 5:30pm,VARI 135,"Woodyard, Savina",5.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 59 (38482),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",4.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
DANC 159 (38483),Teaching the Performing Arts,"Children, Family, & Society (Pathway), Justice and the Arts (Pathway), Arts, Civic Engagement, Experiential Learning for Social Justice",TR 08:30 AM - 10:10am,MAYER RH,"Kusanovich, Kristin A",5.00
ETHN 122 (39758),Chicana/o/x Communities in US,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway)",TR 08:30 AM - 10:10am,OCONR 102,"Fernandez, Jesica Siham",5.00
ETHN 122 (39758),Chicana/o/x Communities in US,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway)",TR 08:30 AM - 10:10am,OCONR 102,"Fernandez, Jesica Siham",5.00
